Name,topic,uses_knowledge_graph,reasoning_depth,baseline,retrieval_method,generator_model,uses_reranker,data_modality,evaluation_dataset,evaluation_metric,application_domain,use_agent,agent_framework
2506.00576v1_ORAN-GUIDE-RAG-Driven-Prompt-Learning-for-LLM-Augmented-Reinforcement-Learning-in-O-RAN-Network-Slic.pdf,Retrieval-Augmented Generation,No,single-hop,ORANSight PA-MARL; GPT PA-MARL; ORANSight MARL; standard MARL,other,ORANSight-2.0; GPT-2,No,Text; Table,Custom O-RAN simulator,Average Cumulative Reward; Relative Performance Improvement (RPI); QoS; Throughput,Wireless Networks,Yes,Multi-Agent Collaboration
2506.02503v1_KARE-RAG-Knowledge-Aware-Refinement-and-Enhancement-for-RAG.pdf,Retrieval-Augmented Generation,Yes,multi-hop,Vanilla RAG Pipeline; untrained models; SFT; DPO; Vanilla(DPO),Dense Retrieval,Llama-3.1-8B-Instruct; Llama-3.2-3B-Instruct; Qwen2.5-14B-Instruct,No,Text,Musique; NQ; WebQuestions; PopQA; HotpotQA; 2WikiMultihopQA; TruthfulQA; Zero-shot RE; MMLU; MMLU-Pro,EM; F1; Rouge-1; BLEU; Precision; Recall; Acc,General,Yes,CoT
2506.04390v1_Through-the-Stealth-Lens-Rethinking-Attacks-and-Defenses-in-RAG.pdf,Retrieval-Augmented Generation,No,single-hop,Vanilla RAG (Vanilla); Certified RAG-Keyword (Keyword); Certified RAG-Decoding (Decoding),Web Search; Dense Retrieval,Llama2-7BChat; Mistral-7B-Instruct; GPT-4o,No,Text,RealtimeQA (RQA); Natural Questions (NQ); HotpotQA; RealtimeQA-MC (RQA-MC),Corruption Identification Rate (CIR); Clean Accuracy (ACC); Robust Accuracy (RACC); Attack Success Rate (ASR),General,No,
2506.05167v2_ECoRAG-Evidentiality-guided-Compression-for-Long-Context-RAG.pdf,Retrieval-Augmented Generation,No,multi-hop,closed-book; standard RAG; LLMLingua; LLMLingua-2; LongLLMLingua; RECOMP (extractive); RECOMP (abstractive); CompAct,Dense Retrieval,GPT-4o-mini; Flan-UL2; Llama3; Gemma2,Yes,Text,Natural Questions (NQ); TriviaQA (TQA); WebQuestions (WQ); HotpotQA; MusiQue; LongBench,EM; F1; #tokens; NDCG; Accuracy; Precision; Recall; R20,General,Yes,Other
2506.07037v2_KG2QA-Knowledge-Graph-enhanced-Retrieval-augmented-Generation-for-Communication-Standards-Question-A.pdf,Retrieval-Augmented Generation,Yes,single-hop,Llama Base; Qwen Base; DeepSeek; Kimi; Doubao; ChatGPT; Gemini; w/o KG-RAG; w/ Text-RAG,Graph-based Retrieval,Llama-3-8B-Instruct; Qwen2.5-7B-Instruct,No,Text,Custom QA dataset from ITU-T Recommendations,BLEU-4; ROUGE-1; ROUGE-2; ROUGE-L; Similarity; Fluency; Coherence; Relevance; Factual Acc.,Communication Standards,No,
2506.10844v1_CIIRLiveRAG-2025-Optimizing-Multi-Agent-Retrieval-Augmented-Generation-through-Self-Training.pdf,Retrieval-Augmented Generation,No,multi-hop,vanilla LLM; vanilla RAG,Sparse Retrieval,Falcon 3,No,Text,DataMorgana-derived dataset; LiveRAG competition test set,correctness; faithfulness,General,Yes,Multi-Agent Collaboration
2506.14084v1_Lightweight-Relevance-Grader-in-RAG.pdf,Retrieval-Augmented Generation,No,single-hop,gpt4o-mini; llama3.1-70b; llama3.1-8b; llama3.2-3b; llama3.2-1b,Dense Retrieval,,Yes,Text,"Custom dataset of 45,000 query-article pairs",Accuracy; Precision; Recall; F1-score,General,No,
2506.15241v1_Research-on-Graph-Retrieval-Augmented-Generation-Based-on-Historical-Text-Knowledge-Graphs.pdf,Retrieval-Augmented Generation,Yes,multi-hop,,Hybrid Retrieval,DeepSeek; Xunzi-Qwen1.5-14B,Yes,Text,,F1; ROUGE-1; ROUGE-2; ROUGE-L; SCORE,Historical Text Analysis,No,
2506.16037v1_Enhancing-Document-Level-Question-Answering-via-Multi-Hop-Retrieval-Augmented-Generation-with-LLaMA-.pdf,Retrieval-Augmented Generation,No,multi-hop,BERT-based Retriever; Traditional RAG; FinBERT; GPT-3; Retrieval-Only Model; Generation-Only Model,Dense Retrieval,LLaMA 3,Yes,Text; Table,FinDER; FinQABench; FinanceBench; TATQA; FinQA,nDCG@10; BLEU; ROUGE-L; F1,Finance; Tax,No,
2506.16444v2_REIS-A-High-Performance-and-Energy-Efficient-Retrieval-System-with-In-Storage-Processing.pdf,Retrieval-Augmented Generation,No,single-hop,high-end 256-core CPU system; state-of-the-art ISP-based ANNS accelerator [106],Dense Retrieval,,Yes,Text,BEIR; a large-scale public dataset [59],speedup; energy efficiency; Recall@10,General,No,
2506.20821v1_MultiFinRAG-An-Optimized-Multimodal-Retrieval-Augmented-Generation-RAG-Framework-for-Financial-Quest.pdf,Retrieval-Augmented Generation,No,multi-hop,Baseline with Llama; Baseline with Gemma; ChatGPT-4o,Dense Retrieval,,No,Text; Image; Table,Form 10-Q; Form 10-K; Form 8-K; DEF 14A,Accuracy,Finance,No,
2507.05285v2_Beyond-classical-and-contemporary-models-a-transformative-AI-framework-for-student-dropout-predictio.pdf,Retrieval-Augmented Generation,No,single-hop,Logistic Regression; Random Forest; XGBoost; Tabular-MLP; Comment-BERT,Dense Retrieval,Bert-baseuncased,No,Text; Table,Predict Students’ Dropout and Academic Success,Accuracy; Macro-F1; ROC-AUC; PR-AUC; Expected Calibration Error (ECE); Latency,Education,No,
2507.06715v1_CLI-RAG-A-Retrieval-Augmented-Framework-for-Clinically-Structured-and-Context-Aware-Text-Generation-.pdf,Retrieval-Augmented Generation,No,multi-hop,clinician-authored progress notes,Dense Retrieval; Hybrid Retrieval,LLaMA-3 70B; Mistral-7B,Yes,Text,MIMIC-III,BLEU; ROUGE-1; ROUGE-2; ROUGE-L; Semantic Similarity; SOAP Sections Present; Length Ratio; Temporal Consistency; LLM Voting Preference,Medical,No,
2507.07426v3_DrugMCTS-a-drug-repurposing-framework-combining-multi-agent-RAG-and-Monte-Carlo-Tree-Search.pdf,Retrieval-Augmented Generation,No,multi-hop,GPT-4o-mini; Deepseek-R1; AttentionDTA; GraphDTA; DeepConv DTI; Perceiver CPI,Hybrid Retrieval,Qwen2.5-7B-Instruct,Yes,Text; Table,DrugBank; KIBA,Recall,Medical,Yes,Multi-Agent Collaboration
2507.07847v1_From-Ambiguity-to-Accuracy-The-Transformative-Effect-of-Coreference-Resolution-on-Retrieval-Augmente.pdf,Retrieval-Augmented Generation,No,single-hop,RAG with original documents (without coreference resolution),Dense Retrieval,Llama3.2-3B-Instruct; Llama3.1-8B-Instruct; Qwen2.5-3B-Instruct; Qwen2.5-7B-Instruct; gemma-2-2b-it; gemma-2-9b-it; Mistral-7B-Instruct-v0.3,No,Text,BELEBELE; SQuAD2.0; BoolQ; NanoSCIDOCS,nDCG@k; log likelihood; Accuracy; F1-score,General,No,
2507.10070v1_Breaking-the-Storage-Compute-Bottleneck-in-Billion-Scale-ANNS-A-GPU-Driven-Asynchronous-IO-Framework.pdf,Information Retrieval,No,single-hop,SPANN; DiskANN; FusionANNS,Graph-based Retrieval,,No,Text,SIFT1B; DEEP1B; SPACEV1B,Throughput; Recall@10,General,No,
2507.12840v1_Bridging-the-Gap-Leveraging-Retrieval-Augmented-Generation-to-Better-Understand-Public-Concerns-abou.pdf,Retrieval-Augmented Generation,No,single-hop,First Iteration,Dense Retrieval,GPT-4o,Yes,Text,Shingrix® social media posts,Context Precision; Context Recall; Faithfulness; Answer Relevancy,Medical,No,
2507.16826v1_A-Query-Aware-Multi-Path-Knowledge-Graph-Fusion-Approach-for-Enhancing-Retrieval-Augmented-Generatio.pdf,Retrieval-Augmented Generation,Yes,multi-hop,LLMs-only; W-RAG; BM25; BGE-rerank; BCE-rerank; LLMs-KG; LLMs-KG-rerank; QCG-rerank; KG2RAG,Graph-based Retrieval; Dense Retrieval,qwen2.5-7B-Instruct,Yes,Text,SQuAD; IIRC; Culture; HotpotQA; MuSiQue,ROUGE-1; ROUGE-L; BLEU-1; METEOR; MRR@1; MRR@10; Recall@10; nDCG@10; Precision; Recall; F1; hit@10,Tourism; General,No,
2507.19333v3_Injecting-External-Knowledge-into-the-Reasoning-Process-Enhances-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Direct QA; Vanilla RAG; Instruction Injection,Sparse Retrieval,Qwen3-8B; Qwen3-14B; Qwen3-32B; DeepSeek-R1-Distill-Qwen-32B,No,Text,2WikiMultiHopQA; HotpotQA; ComplexWebQuestions; PopQA; ConFiQA,F1,General,No,
2507.21103v1_Analise-Semantica-Automatizada-com-LLM-e-RAG-para-Bulas-Farmaceuticas.pdf,Retrieval-Augmented Generation,No,single-hop,,Hybrid Retrieval,Gemini; OpenRouter-ModelGPT,No,Text,Bulário Eletrônico da Anvisa,Precisão; Completude; Tempo de Resposta; Consistência; Kappa de Cohen,Pharmaceutical; Medical,No,
2507.21360v1_Efficacy-of-AI-RAG-Tools-for-Complex-Information-Extraction-and-Data-Annotation-Tasks-A-Case-Study-U.pdf,Retrieval-Augmented Generation,No,multi-hop,Human-only,Dense Retrieval,Claude 3.5 Sonnet,No,Text,GSIB public disclosures; Beltran et al. (2023) question set,Time per question; Accuracy; Agreement Rate,Finance,No,
2508.00476v1_GETALPAutoMin-2025-Leveraging-RAG-to-Answer-Questions-based-on-Meeting-Transcripts.pdf,Retrieval-Augmented Generation,Yes,single-hop,IR-only,Dense Retrieval,meta-llama/Llama-3.1-8B-Instruct,No,Text,ELITR Minuting Corpus; ELITR-Bench Dataset,LLM-as-a-judge; Human evaluation,General,No,
2508.04276v2_A-Few-Words-Can-Distort-Graphs-Knowledge-Poisoning-Attacks-on-Graph-based-Retrieval-Augmented-Genera.pdf,Retrieval-Augmented Generation,Yes,multi-hop,PoisonedRAG (PRAG); Naive Swap (NS); TextFooler-style Perturbation (TP),Graph-based Retrieval,GPT-4o; GPT-4o-mini,No,Text,The Little Prince (LP); Financial Crisis of 2007-2008 (FC08); Japanese Asset Price Bubble (JAPB); Russo-Ukrainian War (RUW),Attack Success Rate (ASR); Question-Answer Semantic Deviation (QASD); QA accuracy; node retention rate; edge retention rate; Jaccard similarity; Precision; Recall; F1-Score,General,No,
2508.05100v2_BEE-RAG-Balanced-Entropy-Engineering-for-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Vanilla RAG; Chain-of-Thought; Chain-of-Note; PCW; Position-Engineering; Self-Critic; Multiply-Attention; LoRA; Prefix-Tuning,Sparse Retrieval; Dense Retrieval,LLaMA-3-8B; Qwen-2.5-7B,No,Text,Natural Questions (NQ); TriviaQA; HotpotQA; 2WikiMultihopQA (2WikiQA),EM; F1,General,No,
2508.06105v2_You-Dont-Need-Pre-built-Graphs-for-RAG-Retrieval-Augmented-Generation-with-Adaptive-Reasoning-Struct.pdf,Retrieval-Augmented Generation,No,multi-hop,Llama3 (8b); Llama3 (13b); GPT-3.5-turbo; GPT-4o-mini; VanillaRAG; KGP; G-retriever; RAPTOR; GraphRAG; LightRAG; HippoRAG; HippoRAG2,Dense Retrieval,GPT-4o-mini,No,Text,MuSiQue; 2WikiMultiHopQA; HotpotQA,string-based accuracy; LLM-based accuracy,General,Yes,CoT
2508.09755v1_Transforming-Questions-and-Documents-for-Semantically-Aligned-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,No-RAG LLMs; Self-RAG; Query Rewriting; ReSP; GPT-3.5-Turbo; RAPTOR; LongRAG; MacRAG,Dense Retrieval,GPT-4o; Gemini-1.5-pro; LLaMA-3.1-8B-instruct,Yes,Text,HotpotQA; 2WikiMultiHopQa; MuSiQue,F1,General,No,
2508.13118v2_AutoBnB-RAG-Enhancing-Multi-Agent-Incident-Response-with-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Base (no retrieval),Dense Retrieval,GPT-4o,No,Text,Backdoors & Breaches (B&B),Win Rate,Cybersecurity; Incident Response,Yes,Multi-Agent Collaboration
2508.14048v1_RAG-Boost-Retrieval-Augmented-Generation-Enhanced-LLM-based-Speech-Recognition.pdf,Retrieval-Augmented Generation,No,single-hop,VanillaWhisper-large-v3; Baseline-Qwen; Baseline-Llama; Whisper (tiny); Whisper (large-v3-turbo); SLAM-ASR (phi+tiny); SLAM-ASR (phi+large-v3-turbo); SLAM-ASR (qwen+large-v3-turbo); Keywords RAG (w/o FT); Keywords RAG (w FT),Dense Retrieval,Phi-4-mini-Instruct; Qwen2-7B-Instruct,No,Audio; Text,MLC-SLM,WER; SEM,General,No,
2508.16007v2_Data-Auctions-for-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,single-hop,GREEDY; CONGREEDY,Dense Retrieval,,No,Text; Image,Synthetic (SYN); 20_newsgroups (NEWS); CIFAR-10 (CIFAR),Welfare; Runtime; Welfare approximation ratio,General,No,null
2508.19282v3_CORE-RAG-Lossless-Compression-for-Retrieval-Augmented-LLMs-via-Reinforcement-Learning.pdf,Retrieval-Augmented Generation,No,multi-hop,RAG without compression; BM25; Qwen2.5-1.5B-Instruct; DeepSeek-V3; RECOMP-Abs; RECOMP-Ext; NoiseFilter-IB,Dense Retrieval; Sparse Retrieval; Hybrid Retrieval,Qwen2.5-14B-Instruct; LLama3.1-8B-Instruct,No,Text,Natural Questions; TriviaQA; HotpotQA; 2WikiMultihopQA,EM; F1,General,No,
2509.00100v1_MODE-Mixture-of-Document-Experts-for-RAG.pdf,Retrieval-Augmented Generation,No,multi-hop,traditional RAG (FAISS + cross-encoder),Dense Retrieval; other,GPT-4o,Yes,Text,HotpotQA; SQuAD,Accuracy; F1-Score; BERTScore; Latency,General,No,
2509.04716v1_KERAG-Knowledge-Enhanced-Retrieval-Augmented-Generation-for-Advanced-Question-Answering.pdf,Retrieval-Augmented Generation,Yes,multi-hop,,Graph-based Retrieval,,,Text,CRAG; Head2Tail; QALD-10-en; WebQSP; AdvHotpotQA; CWQ,"['accuracy', 'miss rate', 'hallucination rate', 'truthfulness score']",,Yes,CoT
2509.06631v1_Guided-Decoding-and-Its-Critical-Role-in-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,single-hop,Outlines; XGrammar; LM Format Enforcer,,Qwen2.5-72B-Instruct; LLaMA-3.3-70B-Instruct,No,Text,Custom multi-turn dialogue dataset (Turkish legal documents),Success Rate; Hallucination Rate; False Positive Rate; Missed References,Legal,No,null
2509.09360v2_MetaRAG-Metamorphic-Testing-for-Hallucination-Detection-in-RAG-Systems.pdf,Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,,No,Text,proprietary enterprise dataset,Precision; Recall; F1 score; Accuracy; Latency,Enterprise,Yes,Other
2509.09848v1_Towards-an-AI-based-knowledge-assistant-for-goat-farmers-based-on-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Qwen3-8B,Hybrid Retrieval; Web Search,Qwen3-8B,No,Text; Table,Capripedia,BERTScore; Accuracy,Agriculture,No,
2509.13930v2_Linguistic-Nepotism-Trading-off-Quality-for-Language-Preference-in-Multilingual-RAG.pdf,Retrieval-Augmented Generation,No,single-hop,,Web Search,OpenAI o3^3,No,Text,ELI5; MIRACL,Accuracy; Shannon entropy; next token probability; Hit@1; Score@1,General,No,
2509.14435v2_Causal-Counterfactual-RAG-The-Integration-of-Causal-Counterfactual-Reasoning-into-RAG.pdf,Retrieval-Augmented Generation,Yes,multi-hop,Regular RAG,Graph-based Retrieval,Gemini 1.5,Yes,Text,custom dataset; OpenAlex,Precision; Recall; Causal Chain Integrity Score; Counterfactual Robustness Score,General,No,
2509.20859v2_Concise-and-Sufficient-Sub-Sentence-Citations-for-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,LLaMa3.1-8b; Qwen2.5-7b; Longcite; RAG-Ex,,LLaMa3.1-8b; Qwen2.5-7b; DeepSeek-R1; GPT-3.5,No,Text,XOR-AttriQA; XQUAD; HotpotQA,F1; Cosine Similarity; GPT-4o score,General,No,
2509.21237v1_Query-Centric-Graph-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Naive RAG; D2QRAG; D2Q--RAG; GraphRAG; LightRAG; MiniRAG; KG-Retriever,Graph-based Retrieval,Qwen2.5-72B-Instruct,No,Text,LiHuaWorld; MultiHop-RAG,Accuracy; LLM-as-a-Judge,General,No,
2509.23874v1_Multi-Value-Product-Retrieval-Augmented-Generation-for-Industrial-Product-Attribute-Value-Identifica.pdf,Retrieval-Augmented Generation,No,single-hop,BERT-CLS; LLM; Product-RAG; TACLR,Dense Retrieval,Qwen2.5-7B-Instruct,No,Text,Xianyu-PAVI,Precision@1; Recall@1; F1-score@1; Coverage,E-commerce,No,
2510.01800v1_REBot-From-RAG-to-CatRAG-with-Semantic-Enrichment-and-Graph-Routing.pdf,Retrieval-Augmented Generation,Yes,multi-hop,Retrieval-Augmented Generation,Dense Retrieval; Graph-based Retrieval,gpt-4o-mini; mistral-small-2506,No,Text,CTU Academic Regulation Dataset; REBot Q&A Evaluation,Accuracy; Precision; Recall; F1 Score,Education,No,
2510.02827v1_StepChain-GraphRAG-Reasoning-Over-Knowledge-Graphs-for-Multi-Hop-Question-Answering.pdf,Retrieval-Augmented Generation,Yes,multi-hop,BM25; BGE; GraphRAG; RAPTOR; SiReRAG; HopRAG,Graph-based Retrieval; Hybrid Retrieval,GPT-4o; Llama 3.3 (70B); Qwen 2.5 (72B),Yes,Text,MuSiQue; 2WikiMultiHopQA; HotpotQA,EM; F1,General,Yes,CoT
2510.12668v1_The-Role-of-Parametric-Injection-A-Systematic-Study-of-Parametric-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,multi-hop,Vanilla; RAG,Sparse Retrieval,LLaMA3.2-1B-Instruct; Qwen2.5-1.5B-Instruct; Qwen2.5-7B-Instruct,No,Text,2WikiMultihopQA; HotpotQA; ComplexWebQuestions; PopQA; FEVER; Zero-Shot-RE; ConFiQA,Accuracy; F1 score; Faithfulness,General,No,
2510.13091v2_Unmasking-Hiring-Bias-Platform-Data-Analysis-and-Controlled-Experiments-on-Bias-in-Online-Freelance-.pdf,Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,Qwen/QwQ32B,No,Text,"['Freelancer.com', 'A synthetically generated dataset of freelancer profiles']",Logistic regression; Negative binomial regression; Chi-square test; Odds Ratio (OR); Incidence Rate Ratios (IRR); P-value,Labor Market,No,
2510.15722v1_The-3rd-Place-Solution-of-CCIR-CUP-2025-A-Framework-for-Retrieval-Augmented-Generation-in-Multi-Turn.pdf,Retrieval-Augmented Generation,No,multi-hop,Vanilla RAG,Hybrid Retrieval,Qwen3-235B-a22b,Yes,Text,CCIR CUP 2025 dataset,NDCG@5; BERT-F1; Keyword_Accuracy,Legal,No,
2510.18633v1_Query-Decomposition-for-RAG-Balancing-Exploration-Exploitation.pdf,Retrieval-Augmented Generation,No,multi-hop,Full exploitation; Full exploration; Baseline random; Baseline random rank-aware,Hybrid Retrieval; Sparse Retrieval; Dense Retrieval,,No,Text,NeuCLIR; ResearchyQuestions,precision; α-nDCG; citation support; nugget coverage; sentence support; recall,General,No,
2510.20296v1_RAG-Stack-Co-Optimizing-RAG-Quality-and-Performance-From-the-Vector-Database-Perspective.pdf,Retrieval-Augmented Generation,No,multi-hop,,Dense Retrieval; Sparse Retrieval; Hybrid Retrieval,,Yes,Text,,,Medical; General,Yes,Other
2510.20878v1_HA-RAG-Hotness-Aware-RAG-Acceleration-via-Mixed-Precision-and-Data-Placement.pdf,Retrieval-Augmented Generation,No,single-hop,TurboRAG,Dense Retrieval,LLaMA-2-7B,No,Text,MS MARCO; TriviaQA,TTFT; ROUGE-1 F1,General,No,
2510.22210v1_LSPRAG-LSP-Guided-RAG-for-Language-Agnostic-Real-Time-Unit-Test-Generation.pdf,Retrieval-Augmented Generation,No,single-hop,RAG; CodeQA; DraCo; SymPrompt,Graph-based Retrieval,GPT-4o; GPT-4o-mini; Deepseek-V3,No,Code,Black; Tornado; Commons-CLI; Commons-CSV; Cobra; Logrus,line coverage; valid rate; latency; cost,Software Engineering,No,
2510.23998v1_PICOs-RAG-PICO-supported-Query-Rewriting-for-Retrieval-Augmented-Generation-in-Evidence-Based-Medici.pdf,Retrieval-Augmented Generation,No,single-hop,RAG with direct user input,Dense Retrieval,Baichuan2-13B; Gpt-4o-mini; Llama3-7B,No,Text,webMedQA,Accuracy,Medical,No,
2511.01059v1_Efficient-Test-Time-Retrieval-Augmented-Generation.pdf,Retrieval-Augmented Generation,No,single-hop,Llama27B; RAG(Llama27B); Llama38B; RAG(Llama38B); DeepSeek-R1-LlamagB; RAG(DeepSeek-R1-LlamagB); FoodLMM; LLaVA-FT; RAG(LLaVA-FT-RAG); RAG(SMALLCAP),Dense Retrieval,Llama27B; Llama38B; DeepSeek-R1-Llama8B; LLaVA-FT-RAG; SMALLCAP,No,Text; Image,TriviaQA; PopQA; Recipe1M; COCO,Accuracy; BLEU; SacreBLEU; ROUGE L; BLEU-4; METEOR; CIDEr,General,No,
2511.02371v1_LUMA-RAG-Lifelong-Multimodal-Agents-with-Provably-Stable-Streaming-Alignment.pdf,Retrieval-Augmented Generation,No,single-hop,Hot-only (no warm); Hot+Warm without bridge (audio uses CLAP-only similarities); LUMA-RAG full,Dense Retrieval,,Yes,Text; Image; Video; Audio,Custom image set with BLIP captions; Custom augmented image set with near-duplicates; Custom audio set from TTS of captions,Recall@k; MRR; nDCG@k; Safe@k; Latency,General,Yes,Other
2511.05385v1_TeaRAG-A-Token-Efficient-Agentic-Retrieval-Augmented-Generation-Framework.pdf,Retrieval-Augmented Generation,Yes,multi-hop,Zero-shot; RAG; Rerank; RECOMP_abs; MixPR-RAG; IRCoT; SelfRAG; R1-Searcher; Search-R1,Hybrid Retrieval,Llama3-8B-Instruct; Qwen2.5-14B-Instruct,Yes,Text,NQ; PopQA; HotpotQA; 2WikiMultiHopQA; Musique; Bamboogle,EM; F1,General,Yes,Other
2511.05494v1_Customized-Retrieval-Augmented-Generation-with-LLM-for-Debiasing-Recommendation-Unlearning.pdf,Retrieval-Augmented Generation,No,single-hop,Retrain; SISA; GraphEraser; RecEraser; SCIF; IFRU,other,llama3.1-8b,Yes,Text,MovieLens 100K (ML-100K); MovieLens 1M (ML1M); Netflix,HR@K; NDCG@K; unlearning time,General,No,
2511.06582v1_TabRAG-Tabular-Document-Retrieval-via-Structured-Language-Representations.pdf,Retrieval-Augmented Generation,No,single-hop,PyMuPDF; PyTesseract; Qwen2.5-VL-32B-Instruct,Dense Retrieval,Qwen3-8B,No,Text; Table; Image,TAT-DQA; MP-DocVQA; WikiTableQuestions; SPIQA,Accuracy; L3Score; MRR@10,Financial; Scientific; General,No,
2511.07445v1_A-Preliminary-Study-of-RAG-for-Taiwanese-Historical-Archives.pdf,Retrieval-Augmented Generation,No,multi-hop,Baseline Retrieval,Sparse Retrieval; Dense Retrieval; Hybrid Retrieval,GPT-4o,Yes,Text,Fort Zeelandia Query Set; TPCG Query Set,Recall@k; Groundedness; Relevance; Hallucination,History; Humanities,No,
2511.09803v1_TARG-Training-Free-Adaptive-Retrieval-Gating-for-Efficient-RAG.pdf,Retrieval-Augmented Generation,No,single-hop,Never-RAG; Always-RAG,Dense Retrieval,Qwen2.5-7BInstruct; Llama-3.1-8B-Instruct,No,Text,NQ-Open; TriviaQA; PopQA,EM; F1; Retrieval Rate; △ Latency,General,No,
2511.09831v1_Answering-Students-Questions-on-Course-Forums-Using-Multiple-Chain-of-Thought-Reasoning-and-Finetuni.pdf,Retrieval-Augmented Generation,No,multi-hop,Benchmark of HotpotQA[3]; Llama-3.2-3B-Instruct without RAG; Llama-3.2-3B-Instruct with RAG; FinetunedLlama-3.2-3B-Instruct without RAG,Dense Retrieval,Llama-3.2-3B-Instruct,No,Text,HotpotQA,F1; BLEU; Semantic Similarity,Education,No,
2511.11132v1_Hindsight-Distillation-Reasoning-with-Knowledge-Encouragement-Preference-for-Knowledge-based-Visual-.pdf,Retrieval-Augmented Generation,No,multi-hop,LLaVA; MiniGPT4; Qwen2.5; PaLM-E; GPT4V; InstructBLIP-7B; GPT-2; PromptCap; VisualCoT; Prophet; Prophet++; MM-Reasoner; SimKBVQA; MM-CoT; QACap; KAT; ReVIVE; TwO; TRiG; RA-VQA; ReVeal; MAIL; FLMR; Boter; LLM-RA; NoteMR; ReAuSE,other,Qwen2.5-VL (7B),No,Text; Image,OK-VQA; A-OKVQA,VQA score; Accuracy; PRR@K,General,No,CoT
2511.12043v1_BudgetLeak-Membership-Inference-Attacks-on-RAG-Systems-via-the-Generation-Budget-Side-Channel.pdf,Retrieval-Augmented Generation,No,single-hop,S²MIA; DC-MIA; MBA; IA,Dense Retrieval,LLaMA; Mistral; ChatGLM,No,Text,HealthCareMagic-100k; MS-MARCO; Natural Questions; AGNews,Accuracy; AUC; TPR at Low FPR,Healthcare; Financial; Cryptography; General,No,
2511.12213v1_MME-RAG-Multi-Manager-Expert-Retrieval-Augmented-Generation-for-Fine-Grained-Entity-Recognition-in-T.pdf,Retrieval-Augmented Generation,No,multi-hop,InstructUIE; UniNER; GoLLIE; KnowCoder; GLiNER; B2NER; SaM; IF-WRANER; Baseline-8B; BERT-based model,Dense Retrieval,Qwen3-32B; Qwen-8B; Qwen-4B,No,Text,CrossNER; MIT-Movie; MIT-Restaurant; Customer-Service Dataset,Precision; Recall; F1; Relevance; Coverage; Semantic Similarity,General,Yes,Other
